,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
FBXL8,0.000120875935,0.0028712987,0.0018886859,0.0012976326,0.0022849822,-0.0027743084,-0.00029348978,0.00023444694,-0.00043370298,-0.003282455,0.0051897797,-0.0012924493,-0.0026545413,-0.0017830252,-0.0022570028,0.001311711,-0.0007069588,-0.00051522,0.0008146271,-0.006744317,0.001753682,0.005870732,0.0065200566,-0.00024311755,-0.011858323,0.0013221868,0.0039168503,0.0039604595
FBXW7,0.0025811351,-6.257533e-05,0.0068187825,0.014426594,0.0020724495,-0.0013753811,0.01786741,0.0013416775,0.00233627,-0.0028560734,0.003526068,-0.002122975,-0.0018908671,0.0012795117,-0.0069070687,0.0045209946,-0.0023462349,0.004058928,-0.027598646,0.005897469,-0.0013881751,-0.002024911,-0.0002487761,-0.0065738875,-0.0011678108,0.0010585908,0.0001357123,0.028105073
FCER1G,0.0017632381,-0.0015652563,0.00045032322,0.00076742476,0.0034319244,0.0014668723,0.0039809663,-0.0012443645,-0.00064062665,0.0024939133,-0.00058480824,-0.002160795,0.0022024263,-0.0018495645,0.0014447758,0.001539878,-0.0007195836,0.0022994196,0.00042545053,-0.0026213306,-0.0029376333,0.00018453183,-0.00025640635,0.0002531637,-0.0022521662,-0.0013305428,-0.00078746816,0.0029598237
FCHSD2,-0.00045126196,0.005734499,0.0023815823,0.006224453,0.0010554924,-0.0032519775,0.0062991995,0.0011673887,0.002380275,-0.008307069,0.000834959,-0.00012274686,0.0065465095,0.00037609736,-0.0010388183,0.0046796473,-0.0041878545,0.0043512317,-0.01171987,0.008178958,6.892018e-05,-0.001330628,0.00013818637,-0.0057983524,-0.001093364,0.00013585223,-0.003182463,0.014122539
FCN1,-0.0016051261,-0.0017270129,-0.0010722913,-0.000254033,0.002068355,0.002367013,-0.0035573926,0.0015070501,0.0050839353,0.0011033729,-0.004055947,0.004583155,-0.0054961797,-0.0010427859,0.00035883574,0.0027580818,-0.002885236,8.623469e-05,-7.356943e-05,-0.0010363829,0.0005181676,0.0014477903,-0.0047288826,0.0022962387,0.002968382,-0.004700064,0.0022417097,0.0024595533
FER,0.0022526984,0.0014557571,0.0041566165,0.010826689,0.003121487,-0.0024949727,0.016363673,0.00057184155,0.0009820057,-0.004954871,0.0066907834,-0.0030962045,0.0051929303,-0.00046082167,-0.0021303135,0.004982704,-0.0029510313,0.0053103105,-0.021351006,0.005704785,0.0009792751,-0.0007629102,-0.0017141978,-0.005090865,0.0011688807,0.0007327819,-0.0020242697,0.026828531
FERD3L,0.013859483,0.012943256,0.00043601735,-0.008256501,-0.03458384,-0.036727257,-0.012626363,0.025318198,0.0014935329,0.025713127,-0.15355963,-0.17377663,-0.035226617,-0.04462022,0.014774617,-0.06257264,-0.02316693,-0.026604056,-0.026806291,0.0006256503,-0.010837905,0.045208573,0.103293374,0.18925604,0.036176413,0.12229448,0.09771137,0.005673875
FETUB,0.0014436409,-0.002524724,-0.0010435507,-0.00038263664,0.0012958699,-0.0006456914,0.0002916482,0.0010741504,0.0029583753,0.0033557436,-0.0011619695,0.0014313428,-0.0041981707,0.0008067342,-4.1591902e-05,0.0026088231,-0.002368168,0.0011364918,-0.0016469148,-0.0008585055,-0.0019585714,-0.0020362805,-0.00050257664,-0.0018058347,0.004314855,-0.00043806725,0.0009271981,-7.573596e-05
FFAR2,-0.0005112094,-0.0014007518,-3.3669363e-05,0.00034993165,0.00086635485,-0.000771144,0.00011140728,0.00026789596,0.0006245745,0.0012345248,0.0014393225,-0.0017677959,-0.0017043437,-0.000272668,0.0011390349,0.0013603702,-0.0019607744,0.0006872856,-0.00037506112,0.000106485015,-0.0012905577,0.001071278,0.00020285496,-0.0006504744,-6.152511e-05,0.00088325643,-8.984741e-05,0.0011456736
FGD2,0.00027334853,-0.00029576838,-0.0013219265,-0.0012370106,0.0017408528,0.0003830843,0.000203922,-0.0005590121,-0.0003565952,0.0014310348,-4.461094e-05,-0.00023120563,0.0012474232,-0.0011046464,0.0015943772,0.0001868127,-0.0009921087,0.00044773298,0.0018823027,-0.0016245754,-0.0021537386,-0.0003223376,-0.00094405655,0.0004818692,-0.001696855,-0.0003536035,-0.0009771122,-0.00042295636
FGF10,-0.0028579333,0.0042238776,-0.0024558068,-0.0010193284,-0.0021221058,-0.0012222544,-0.004154605,0.0071930937,-0.002773077,-0.008286417,-0.00841846,-0.005023086,0.009283739,-0.0016262128,0.00097608264,-0.00015417414,0.0009573023,7.366559e-05,0.0018721011,0.0055766273,0.003617735,-0.0019667393,0.003993846,0.0017671204,-0.0043865424,-0.0006975528,-0.0030674527,-0.0022807152
FGF12,-0.003979982,-0.00045946357,0.0011800821,0.011284141,0.0004972545,0.00014696555,0.0070279273,-0.0041431403,-0.0033303115,0.0028185265,0.00422891,-0.0019562275,0.004591974,-0.0011247356,-0.0047696056,0.0013582398,0.00089935755,0.006414636,-0.01774068,0.0042608823,-0.00023565383,-0.00073600915,-0.003309739,-0.0012352869,-0.0032050922,0.0006461063,0.0013017459,0.022146892
FGF13,-0.00060868054,0.0038112476,0.0021164732,0.004063318,-0.0031761378,-0.0016836306,0.0060467464,0.0004822958,-0.0031660167,-0.007719561,-0.0041832393,-0.004552197,0.003309015,-0.0020226042,-0.0053079585,0.001924686,0.0002562113,0.0033380683,-0.0052950536,0.008192284,0.0010430675,-0.0005805087,0.0024843258,0.0012422976,-0.008442652,0.00182648,0.0007841627,0.014522785
FGF14,-0.0010057872,0.00042531476,0.0005624626,0.0046143993,-0.000820951,-0.0006635927,0.0047719385,-0.0009109337,-0.0018407009,-0.00060292956,0.0009515261,-0.0018390357,0.0009817998,-0.0006577219,-0.00013238468,0.0027190559,-0.0014491038,0.004178465,-0.004667519,0.003983785,0.00091247656,-0.0018146419,-0.00096553966,-0.0016255651,-0.0005621489,-0.00040835876,0.002981994,0.009302629
FGF14-IT1,0.00035535917,-0.001099551,0.00035327,0.0009513509,0.00047012838,-0.0005800548,0.00077032245,0.0006021536,0.00023356611,0.0011265953,0.000927643,-0.0010293606,-0.0007304701,0.00044069873,-0.00042862972,0.00059788633,-0.00097561843,0.000116616524,-0.002211494,-0.00017055872,-0.00020204834,-0.0007726812,0.0011471636,-0.00082066614,-0.00029604527,0.0009877196,-0.00029215406,0.0009249925
FGF2,0.0069329143,-0.001250846,0.0043410035,0.010700863,0.0002560552,0.00011080567,0.018654333,-0.007350094,0.0019946576,0.0008787141,0.0053747636,0.0028809852,-0.0005708555,0.0035542813,-0.0028067713,-0.0011509764,0.0005724125,0.0014662369,-0.030254774,0.0021532641,0.0016271289,0.0026204116,-0.00027385357,-0.002848401,-0.005927362,-0.0013832122,0.00022263479,0.028962603
FGF20,-0.0017028614,-0.00026076566,-0.0003278031,0.000712123,0.0015407932,0.00010906126,-6.781873e-05,-0.0022525773,-0.0003253295,-0.0026041954,0.0005842249,0.00020418283,-0.00011182081,-0.0009428252,0.0028193975,0.0016230708,-0.002934884,0.0023138346,0.0015067699,0.00068766106,-0.00015814902,0.0011481233,-0.0009097345,-0.0003244806,0.0008428141,-0.001014113,-0.0009342813,0.0026256994
FGF7,0.00052007084,0.00014691547,8.7518434e-05,-0.00096521416,0.0003310317,0.0002029676,0.0027339095,0.012289086,-0.0016490779,-0.0024347866,-0.010514691,-0.010213148,0.004571307,-0.003326128,-0.0008530268,-0.0014323,0.0009549207,0.0025675178,0.0014851035,0.0012174662,0.0032486306,-0.0013047396,0.0028062346,0.0033439659,-0.0024570453,0.00025087647,-0.0048173773,-0.0013688423
FGF8,-0.002772302,0.0018516637,-0.0010179547,0.00052223215,0.0012162344,0.0013921045,-0.0025434098,0.0012049293,-0.0015093423,-0.003810116,0.00033046087,0.0017795392,0.0055145803,0.0011200387,0.00090177025,0.0011284511,0.000113505674,0.00021207568,-9.190158e-05,0.0023553707,0.0009679868,-0.002054966,0.0010877211,-0.0033334072,-0.0009765638,-0.0005984481,-0.001486307,-0.002513279
FGG,-0.0009822964,0.00030743988,0.000948137,0.0014293102,-0.0011887666,-0.0012757619,0.00080000056,0.0010305053,0.00060966966,0.001487032,0.0005528054,6.706691e-05,-0.0003916303,-0.0004038006,0.00039395413,0.000345476,-0.0010582005,0.0005538154,-0.00044672418,-0.00047011604,0.00027153714,1.4319904e-05,2.56686e-05,0.0002704862,-0.00041198815,0.00051147584,-0.0018999099,0.0011561405
FGGY,-0.003490554,0.0015676005,0.0036148478,0.012203651,0.0033282666,-0.0026558624,0.0074484246,-0.0017460124,0.0016247776,-0.0019857748,0.0033442804,-0.0025759107,-0.00020774103,0.0036496455,-0.0022050755,0.0033029222,-0.0033750425,0.007598706,-0.017340118,0.003979561,-0.0014111926,0.003464342,0.0020092533,-0.004864191,-0.0040038433,0.0017674895,0.00045227626,0.026608111
FGR,0.0015569448,0.0005153185,-0.0007148811,-0.0012850591,0.0011005418,0.0011415142,0.0009431847,-0.0013943973,-0.0004899366,0.0012759554,-0.0006191958,0.0009178933,0.0021945252,-0.00034374883,-0.00047710328,-0.0014220148,0.0025149153,-0.00077048055,0.00041771543,-0.00091620575,-0.0008909645,-0.0022388776,-0.0010195575,-0.0002447101,9.870852e-05,-0.0019750132,0.0011023547,0.00014523804
FHIT,-0.0002665857,0.0009426235,0.0070743985,0.0153476205,0.00065567234,-0.0017329264,0.016742293,0.0043179453,0.0033180348,-0.0008773021,0.0049253847,-0.0011519275,0.0058605196,0.004479364,-0.00608339,0.0021161714,-0.0006470964,0.006397845,-0.029188396,0.0041415757,0.0009594342,-0.0032546332,-0.00026222615,-0.005589897,-0.0030820868,-0.0009911294,-0.0017761725,0.032982435
FHOD3,-0.004613927,-0.0005709144,0.005237389,0.012156694,-0.0024113336,-0.001051731,0.0060157734,-0.003049921,0.0032059161,-0.00015424279,0.0029620363,0.0015169317,0.0007559287,0.004195967,8.407618e-05,0.0011760631,-0.0048365165,0.006538167,-0.018079305,0.0050215623,-0.00011473824,0.0023460975,-0.0018477592,-0.0033187699,-0.0008544318,0.003933248,-0.0058728196,0.020829683
FIBIN,-0.001173452,0.0032975446,-0.00057498296,-0.00018618371,0.00027768698,-0.0015578304,-0.0014240203,0.0018906409,-6.5050204e-05,-0.004099094,0.0034738686,-0.0012955292,0.0012180978,-0.00052252744,0.0014617653,0.00083260046,-0.001483352,-0.0001405093,-0.0015630092,-0.0010146239,0.0017315102,0.001029,0.00048096437,-0.00018440561,0.0017735115,-0.00051499985,-0.0012261703,-0.00044237854
FIGN,-0.0027775497,0.003362033,0.0024403308,0.013745152,0.0014567337,-0.00044420047,0.0110405795,0.005896358,0.00089608453,-0.0062714256,0.005330719,-0.00070681126,0.007841114,-0.001989837,-0.0080631375,0.0041395645,-0.00037829092,0.0054318854,-0.023019247,0.003876287,0.0028032723,-0.0046481546,-0.001624808,-0.005251616,-0.0031892718,-0.0050214394,-0.0017180936,0.0224715
FIRRE,0.002641981,-0.0023538014,0.0070079695,0.01640793,-0.00108848,0.0010964384,0.018686095,-0.0046207826,-0.0029682005,0.0032310353,0.004837485,2.1117485e-05,0.0016126115,0.00096465583,-0.009768712,0.0012850352,0.0018045593,0.0076338756,-0.028667115,0.004087056,0.0007435046,-0.0011748949,0.0011718369,-0.00081306195,-9.160918e-05,0.002663245,0.00047667438,0.030583516
FLI1,-0.0044340505,0.018552775,0.0028483733,-0.00034667455,0.005865825,-0.0035618541,-0.0035622038,0.050236415,0.000741002,-0.028708704,0.027403096,-0.010518292,0.035986207,-2.352894e-05,-0.012944929,-0.0026499575,0.00929925,0.008400044,0.0021755067,-0.0127417715,0.007800879,-0.008344815,-0.012858777,-0.008199333,0.0021307014,-0.00040337275,-0.012349084,-0.0056617507
FLJ43315,-0.0013612689,-0.0014065398,-0.0021503682,-0.00074939756,0.0007964284,0.001024193,-0.0018556843,0.00040412444,-0.00029433542,0.0019964622,-0.0017624144,0.00026856785,-0.0002506576,-0.0010182896,0.0014063118,-0.00046171277,0.0005548928,-0.0007802744,0.0012758904,-0.000768746,0.0003864202,0.0011694682,-0.00056299113,0.0013895102,-0.00016812277,-0.00094712735,0.0011786738,-0.0006351294
FLNC,-0.00855711,0.01172204,-0.0019447914,-0.000400334,-0.0012282892,0.00034202452,-0.010418606,0.012461273,-0.0050313296,-0.023622854,-0.00030790415,0.00020094746,0.013604364,-0.0017822187,-0.004401347,0.0007179915,0.004385274,0.00023927719,0.009867044,0.0066677853,0.002501231,0.0016453872,0.0021576646,-0.0052803224,-0.0061876182,-0.0060728355,-0.005101893,-0.009960372
FLRT2,-0.00827942,0.007983667,-0.00083742815,0.0067530987,-4.7422945e-05,-0.0032753395,-0.001963947,0.012678979,-0.006136891,-0.020731421,0.006857959,-0.004021648,0.015099785,0.0026978685,-0.002206219,-0.00028926038,0.003253421,0.001504591,-0.004286049,0.004763641,0.010299505,-0.0036199023,0.0008610224,-0.005780982,-0.006136763,-0.003717337,-0.0029872127,0.0031085692
FLT1,0.0033287334,-0.00034565837,0.005026786,0.012560171,0.0010254742,-0.0023599605,0.01673508,-0.0035293044,-0.0012185647,0.004856308,0.0066016275,-0.0027291796,-0.00047518034,-0.00072731863,-0.007000564,0.0019113127,-0.0012541525,0.0050697457,-0.027646374,0.0022464343,-0.001435664,-0.0032777353,-0.0016837331,-0.0018465808,-0.0029949613,0.0030833012,-0.0007758149,0.026568707
FMN2,-0.0010682798,-0.0014714056,0.0026310142,0.0043161307,0.001170456,0.00087429635,0.008031007,-0.00066009635,-0.0045575514,0.001611506,0.0030960576,-0.001871089,0.00022913866,0.00091640267,-0.0040869685,0.0016502942,0.0013145977,0.0076232404,-0.007348987,0.003812209,-0.0010902493,-0.0060275765,-0.0020912215,-0.00049861614,-0.0030257376,0.0018072728,0.0030609197,0.015625697
FMR1-AS1,-0.0003219626,-0.0019352644,4.2040298e-05,0.0011140296,0.000842296,-0.00015120591,0.00055120396,0.00045206118,0.0016920425,0.0016037411,0.0018794631,-0.0019879856,-0.001648701,-0.00035748296,0.0013563519,0.0013595443,-0.0031528068,-0.0008953874,-0.0018716999,-0.0013970739,-0.000834217,0.001400084,0.0009444221,3.3167646e-05,-0.00088772894,0.0015345371,-0.00049604627,0.00043363828
FN1,-0.007227537,0.01691267,0.0029143924,-0.0014377133,-0.008945185,-0.0063987416,-0.007055027,0.0054201563,-0.004055219,-0.02526868,-0.005419998,-0.0058795544,0.010449482,0.0100440495,-0.0032100105,-0.0015632418,0.0016320712,0.0035910564,0.009151793,0.014672104,0.006212524,-0.005265785,0.0047799796,-0.0039719604,0.00030406416,0.002240963,-0.0019647938,-0.0056062085
FNDC8,0.00035573595,0.0009628898,0.000487404,0.0013631572,-0.00067740004,-0.0025180974,0.0017743347,0.00043764233,0.0002904366,0.0012163958,0.002482558,-0.0023955235,0.0005363009,-7.828294e-05,-0.00028047795,0.0026519764,-0.0028258215,0.002057308,-0.0017816493,0.00125239,-0.0018077558,-0.00074316125,0.0008020051,-0.0011059397,-0.0016359997,0.0015514796,-0.00076264475,0.0031481658
FOCAD,-0.0019198998,0.0028938125,0.004486997,0.015905228,0.0012678142,-0.0027249986,0.0142461145,0.002938413,0.0030283364,-0.0050393995,0.0059388415,0.0008249471,0.0033122865,0.00019733093,-0.0032478373,0.001658861,-0.001037624,0.0014710547,-0.029973622,0.0023491313,0.0045303977,0.001924752,-0.0017380544,-0.003098752,-0.0010150351,-0.00090347347,-0.0049788654,0.032219958
FOXF2,-0.0010395077,-0.0023892135,3.4761375e-05,0.0007453574,0.0005023354,-0.00055425183,-0.0009238526,0.0021984798,0.003527904,0.005171981,-0.000176886,-0.0024200047,0.0004087468,-0.0006518772,0.0023421953,0.00019468757,-0.0029882637,-0.0016775839,0.0024733937,-0.0017161814,0.00039144343,0.0006023541,0.00071895594,-0.00054999837,-0.0019583302,-0.00095537707,-0.0032767786,0.0019524822
FOXG1,-0.0013159123,-0.0007237028,6.741001e-05,-0.00027608871,-0.000184583,6.369058e-05,-0.0011971735,-0.0009561907,0.0008308453,0.00034763606,0.00062609126,0.0010294827,-0.0016142195,-0.00026381048,0.00065091136,0.00020165622,-0.0006585668,-0.00031602834,0.000489578,-0.000373293,-0.00028378374,-0.00026355358,3.0926076e-05,0.001405447,-0.0008770982,-0.000106418986,-0.00041292506,-0.00063172943
FOXO1,0.0165273,-0.006353543,0.012102167,0.022744622,0.0009810325,-0.0051493207,0.036820546,0.0053727715,-0.0020669408,0.005175451,0.0069962493,-0.0008710344,-0.012892048,0.0006650398,-0.015033947,0.004672768,0.0007690757,0.007466078,-0.06428484,0.009000523,0.004120078,0.0026027258,0.0015418074,-0.005649249,0.002196302,0.0026749654,-0.0029771456,0.05192825
FOXO3,0.0020164028,0.009264553,0.003545087,0.012579008,-0.0026999235,0.0007760262,0.011222586,0.0033380724,-0.0028744459,-0.01014512,0.0032988884,0.0026918708,0.0075891917,-0.00043941668,-0.008820244,0.0022561783,0.001690089,0.008264056,-0.0223272,0.007701814,0.0031056902,0.00066390657,-0.0006796597,-0.00338179,-0.0059935404,-0.0009645401,0.0005930776,0.020536747
FOXP1,0.0056920075,0.00024920018,0.011628622,0.023151832,-0.0033935893,-0.0049740234,0.03323712,-0.0023111647,-0.0011429857,-0.007105118,0.0059839077,-0.00051812653,-0.00039747072,0.001841907,-0.013939464,0.005649505,-0.0026153978,0.008443164,-0.06473696,0.014238103,0.003587037,-0.01039542,0.0023109673,-0.0056830426,-0.0019315605,0.0053842547,-0.006832456,0.05619968
FOXP2,-0.020030858,0.027232515,0.0002172397,0.007602414,-0.021938734,-0.008691337,-0.008925724,0.02579618,-0.011128321,-0.05180408,-0.01896775,-0.01932233,0.039531015,-0.001806847,-0.010912703,0.0030505015,0.0063821157,0.004699575,0.011287311,0.040494848,0.015345748,-0.015517765,0.019141654,0.00145144,-0.018232493,-0.0020031477,-0.011443394,-0.007540711
FOXP3,0.0020834384,-0.0011481157,0.0035477153,0.0028616088,0.0037916407,-0.0021284914,0.003244267,0.0009036787,0.001582296,0.0043920213,0.0019408155,-0.0025204502,0.00015255697,0.0015806039,-0.00054591126,0.0013972716,-0.0028809116,0.0038300587,-0.0033191624,-0.0015917814,-0.0007658435,0.0015600533,-0.002639739,-0.0033911956,0.0025430368,0.0028078696,-0.000808304,0.004054359
FOXQ1,-0.038080964,-0.0048716795,0.011458902,0.03835419,-0.003331811,0.009805148,-0.021028006,0.055126633,-0.10843293,0.09995788,0.0357645,-0.07518901,-0.08372292,0.055744585,-0.18138161,-0.0027681775,0.074881926,0.108867824,0.064553544,0.053793326,-0.10941991,-0.15239555,-0.028333824,-0.022566237,-0.059012506,0.0066247196,0.12007092,9.478193e-05
FOXS1,-0.00038456867,-0.0023723375,-0.0016222383,-0.0011762099,0.0034276017,0.0003801391,-0.0011344105,3.4307297e-06,0.0005178164,0.0004499323,0.0010566321,-0.0013435199,-0.0023165862,-0.0004916735,0.0034966376,0.00065331877,-0.0014533885,-0.00028093014,0.00080041215,-0.0015115775,0.00071829156,0.0030508041,-0.000104830426,-0.00022584079,0.00014472993,1.8616738e-05,0.00065203087,0.0013985989
FREM1,-0.002512005,0.0068527143,0.0043328237,0.0029616526,-0.004263557,-0.0010113645,0.0005104519,0.00637092,0.005890272,-0.008264907,-0.006763979,0.0033130292,0.003046469,0.0092078345,-0.00183098,-0.0042412295,0.0014633716,0.0027585966,-0.006601832,0.0030121927,0.0019782556,-0.00051227334,0.00219593,-0.0014442194,0.0014842582,-0.0013550555,-0.0020577852,0.010610481
FRMD4A,-0.00080672593,0.0050216196,0.0045344145,0.007524518,-0.0029582425,-0.0006776111,0.008071266,0.004559594,0.0009983638,-0.006544888,0.00066211895,-0.0004823608,0.0022980517,0.0017716276,-0.0075860834,-0.0006327645,0.002081268,0.006387903,-0.015900606,0.0027983824,0.00013673566,-0.0024851174,-0.00034872655,0.00051615294,-0.0013230453,0.000493367,-0.0016672362,0.020694565
FRMD4B,-0.0021392936,0.0033349458,0.0023545667,0.007332952,0.00024137464,-0.0007939274,0.006449723,-0.0005262909,0.00035868573,-0.00758842,0.0026333646,0.0014717275,0.0047203437,0.0033287602,-0.000801023,-0.0011814005,0.00095044175,-0.00043712684,-0.013091127,0.0022851317,0.0061936667,0.00066372164,-0.00013842976,-0.0018472144,-0.0021649927,-0.003835125,-0.0012023685,0.015658915
FRMD5,0.0025587527,-0.0027995491,0.0037567173,0.012906844,-0.0005449556,0.0017673888,0.017403966,-0.004763143,-0.00042097896,0.0054695457,0.005054962,0.004555215,0.00035008436,-0.0014748165,-0.0069192783,0.0041157524,-5.16806e-05,0.005959616,-0.027949134,0.0031938534,0.001157758,-0.004057123,0.0009646296,-0.0024181525,-0.0008304305,-0.0011477497,-1.8213277e-05,0.0289973
FRY,-0.004547441,0.0033569532,0.0012519734,0.0069002905,0.0008361994,-0.00011112461,0.0024837668,-0.0013423356,0.0017795273,-0.0038193355,0.0026933649,0.0018609655,0.0060768537,-0.0016605195,0.00077934575,0.001999065,-0.0019594324,0.0031636,-0.010072719,0.0024690537,0.0029020908,0.0028512324,-0.002115207,-0.0020311063,-0.00017506699,-0.002376509,-0.0019032183,0.014912535
FRY-AS1,0.0012075831,-0.0042707077,-0.00024502678,0.00048596185,0.0024854,0.0028557177,0.0019891264,-0.0041383035,-0.0016033056,0.0019188233,0.00040028265,0.0015295974,-0.0019568203,0.0003910192,0.0009198576,-9.379955e-05,0.0006857559,0.0013286626,0.0004326042,0.0014236612,0.0019391654,0.00013629028,-0.0008379487,-0.0007008873,0.0026362408,-0.0011665024,0.0027469008,0.00038973778
FSTL4,-0.0021966137,-0.0031730707,0.0015892882,0.00886618,0.0009905993,0.00048253435,0.006081609,-9.969177e-05,0.0030254698,0.0034803303,0.0024387473,0.0015762544,-0.00264895,-0.00023877603,-0.002101525,0.001639096,-0.0025998163,0.0026431123,-0.015821304,0.0021428778,0.00052199105,-0.0012970862,-0.0013480736,-0.0011490968,0.0003759815,-0.00040370502,0.0010765442,0.013154889
FTLP10,0.0014065284,-0.0023281462,-0.00083814247,-0.0015588171,0.001562177,8.227839e-05,0.0014592928,0.00029545158,-0.00030802723,0.0016750946,0.00017653902,-0.0007566114,-0.0013412588,0.00043058483,0.00011643856,-0.00011598285,0.0002811629,-0.00029584536,0.0015311557,-0.00071565405,-0.0010016911,-0.0018452887,0.00052753335,-0.00071013864,0.00034445451,0.00043904502,0.00030348022,-0.00016221731
